Row ID;Row Name;disableParam_NT;disableParamReserve1;disableParamReserve2;refId_default;sfxVariationId;weight;basicPrice;sellValue;behaviorId;replaceItemId;sortId;appearanceReplaceItemId;yesNoDialogMessageId;useEnableSpEffectType;potGroupId;pad;iconId;modelId;shopLv;compTrophySedId;trophySeqId;maxNum;consumeHeroPoint;overDexterity;goodsType;refCategory;spEffectCategory;pad3;goodsUseAnim;opmeMenuType;useLimitCategory;replaceCategory;reserve4;enable_live;enable_gray;enable_white;enable_black;enable_multi;disable_offline;isEquip;isConsume;isAutoEquip;isEstablishment;isOnlyOne;isDiscard;isDeposit;isDisableHand;isRemoveItem_forGameClear;isSuppleItem;isFullSuppleItem;isEnhance;isFixItem;disableMultiDropShare;disableUseAtColiseum;disableUseAtOutOfColiseum;isEnableFastUseItem;isApplySpecialEffect;syncNumVaryId;refId_1;refVirtualWepId;vagrantItemLotId;vagrantBonusEneDropItemLotId;vagrantItemEneDropItemLotId;castSfxId;fireSfxId;effectSfxId;enable_ActiveBigRune;isBonfireWarpItem;enable_Ladder;isUseMultiPlayPreparation;canMultiUse;isShieldEnchant;isWarpProhibited;isUseMultiPenaltyOnly;suppleType;autoReplenishType;isDrop;showLogCondType;isSummonHorse;showDialogCondType;isSleepCollectionItem;enableRiding;disableRiding;maxRepositoryNum;sortGroupId;isUseNoAttackRegion;pad1;saleValue;rarity;useLimitSummonBuddy;useLimitSpEffectType;aiUseJudgeId;consumeMP;consumeHP;reinforceGoodsId;reinforceMaterialId;reinforcePrice;useLevel_vowType0;useLevel_vowType1;useLevel_vowType2;useLevel_vowType3;useLevel_vowType4;useLevel_vowType5;useLevel_vowType6;useLevel_vowType7;useLevel_vowType8;useLevel_vowType9;useLevel_vowType10;useLevel_vowType11;useLevel_vowType12;useLevel_vowType13;useLevel_vowType14;useLevel_vowType15;useLevel;reserve5;itemGetTutorialFlagId;reserve3
9018;Extreme Repentance;1;0;000000;-1;-1;0;0;-1;0;-1;990380;-1;-1;0;-1;00;7018;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9019;Grovel For Mercy;1;0;000000;-1;-1;0;0;-1;0;-1;990390;-1;-1;0;-1;00;7019;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9020;Rallying Cry;0;0;000000;-1;-1;0;0;-1;0;-1;990160;-1;-1;0;-1;00;7020;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9021;Heartening Cry;1;0;000000;-1;-1;0;0;-1;0;-1;990170;-1;-1;0;-1;00;7021;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9022;By My Sword;0;0;000000;-1;-1;0;0;-1;0;-1;990260;-1;-1;0;-1;00;7022;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9023;Hoslow's Oath;0;0;000000;-1;-1;0;0;-1;0;-1;990270;-1;-1;0;-1;00;7023;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9024;Fire Spur Me;0;0;000000;-1;-1;0;0;-1;0;-1;990280;-1;-1;0;-1;00;7024;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9026;Bravo!;1;0;000000;-1;-1;0;0;-1;0;-1;990090;-1;-1;0;-1;00;7026;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9027;Jump for Joy;0;0;000000;-1;-1;0;0;-1;0;-1;990110;-1;-1;0;-1;00;7027;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9028;Triumphant Delight;1;0;000000;-1;-1;0;0;-1;0;-1;990120;-1;-1;0;-1;00;7028;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9029;Fancy Spin;1;0;000000;-1;-1;0;0;-1;0;-1;990130;-1;-1;0;-1;00;7029;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9030;Finger Snap;1;0;000000;-1;-1;0;0;-1;0;-1;990150;-1;-1;0;-1;00;7030;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9031;Dejection;0;0;000000;-1;-1;0;0;-1;0;-1;990440;-1;-1;0;-1;00;7031;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9032;Patches' Crouch;1;0;000000;-1;-1;0;0;-1;0;-1;990450;-1;-1;0;-1;00;7032;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9033;Crossed Legs;1;0;000000;-1;-1;0;0;-1;0;-1;990400;-1;-1;0;-1;00;7033;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9034;Rest;0;0;000000;-1;-1;0;0;-1;0;-1;990420;-1;-1;0;-1;00;7034;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9035;Sitting Sideways;1;0;000000;-1;-1;0;0;-1;0;-1;990430;-1;-1;0;-1;00;7035;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9036;Dozing Cross-Legged;1;0;000000;-1;-1;0;0;-1;0;-1;990410;-1;-1;0;-1;00;7036;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9037;Spread Out;1;0;000000;-1;-1;0;0;-1;0;-1;990470;-1;-1;0;-1;00;7037;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9039;Balled Up;1;0;000000;-1;-1;0;0;-1;0;-1;990460;-1;-1;0;-1;00;7039;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9040;What Do You Want?;0;0;000000;-1;-1;0;0;-1;0;-1;990250;-1;-1;0;-1;00;7040;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9041;Prayer;1;0;000000;-1;-1;0;0;-1;0;-1;990320;-1;-1;0;-1;00;7041;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9042;Desperate Prayer;0;0;000000;-1;-1;0;0;-1;0;-1;990330;-1;-1;0;-1;00;7042;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9043;Rapture;1;0;000000;-1;-1;0;0;-1;0;-1;990340;-1;-1;0;-1;00;7043;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9045;Erudition;1;0;000000;-1;-1;0;0;-1;0;-1;990310;-1;-1;0;-1;00;7046;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9046;Outer Order;1;0;000000;-1;-1;0;0;-1;0;-1;990360;-1;-1;0;-1;00;7047;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9047;Inner Order;1;0;000000;-1;-1;0;0;-1;0;-1;990350;-1;-1;0;-1;00;7048;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9048;Golden Order Totality;1;0;000000;-1;-1;0;0;-1;0;-1;990370;-1;-1;0;-1;00;7049;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9049;The Ring;1;0;000000;-1;-1;0;0;-1;0;-1;990290;-1;-1;0;-1;00;7050;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9050;The Ring;1;0;000000;-1;-1;0;0;-1;0;-1;990300;-1;-1;0;-1;00;7050;0;-1;-1;-1;1;0;50;0;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;250;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9100;About Sites of Grace;0;0;000000;-1;-1;0;0;-1;0;-1;460005;-1;-1;0;-1;00;3300;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9101;About Sorceries and Incantations;0;0;000000;-1;-1;0;0;-1;0;-1;460140;-1;-1;0;-1;00;3301;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9102;About Bows;0;0;000000;-1;-1;0;0;-1;0;-1;460120;-1;-1;0;-1;00;3303;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9103;About Crouching;0;0;000000;-1;-1;0;0;-1;0;-1;460190;-1;-1;0;-1;00;3304;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9104;About Stance-Breaking;0;0;000000;-1;-1;0;0;-1;0;-1;460100;-1;-1;0;-1;00;3305;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9105;About Stakes of Marika;0;0;000000;-1;-1;0;0;-1;0;-1;460060;-1;-1;0;-1;00;3307;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9106;About Guard Counters;0;0;000000;-1;-1;0;0;-1;0;-1;460110;-1;-1;0;-1;00;3306;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9107;About the Map;0;0;000000;-1;-1;0;0;-1;0;-1;460020;-1;-1;0;-1;00;3308;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9108;About Guidance of Grace;0;0;000000;-1;-1;0;0;-1;0;-1;460010;-1;-1;0;-1;00;3309;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9109;About Horseback Riding;0;0;000000;-1;-1;0;0;-1;0;-1;460170;-1;-1;0;-1;00;3310;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9110;About Death;0;0;000000;-1;-1;0;0;-1;0;-1;460050;-1;-1;0;-1;00;3311;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9111;About Summoning Spirits;0;0;000000;-1;-1;0;0;-1;0;-1;460150;-1;-1;0;-1;00;3313;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9112;About Guarding;0;0;000000;-1;-1;0;0;-1;0;-1;460070;-1;-1;0;-1;00;3302;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9113;About Item Crafting;0;0;000000;-1;-1;0;0;-1;0;-1;460230;-1;-1;0;-1;00;3314;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9115;About Flask of Wondrous Physick;0;0;000000;-1;-1;0;0;-1;0;-1;460260;-1;-1;0;-1;00;3315;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
9116;About Adding Skills;0;0;000000;-1;-1;0;0;-1;0;-1;460280;-1;-1;0;-1;00;3316;0;-1;-1;-1;1;0;50;12;0;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;20;1;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
