Row ID;Row Name;disableParam_NT;disableParamReserve1;disableParamReserve2;iconId;rank;sortGroupId;spEffectId0;spEffectId1;spEffectId2;itemGetTutorialFlagId;swordArtsParamId;mountValue;sellValue;saleValue;sortId;compTrophySedId;trophySeqId;configurableWepAttr00;configurableWepAttr01;configurableWepAttr02;configurableWepAttr03;configurableWepAttr04;configurableWepAttr05;configurableWepAttr06;configurableWepAttr07;configurableWepAttr08;configurableWepAttr09;configurableWepAttr10;configurableWepAttr11;configurableWepAttr12;configurableWepAttr13;configurableWepAttr14;configurableWepAttr15;rarity;configurableWepAttr16;configurableWepAttr17;configurableWepAttr18;configurableWepAttr19;configurableWepAttr20;configurableWepAttr21;configurableWepAttr22;configurableWepAttr23;isDiscard;isDrop;isDeposit;disableMultiDropShare;showDialogCondType;showLogCondType;pad;defaultWepAttr;pad2;canMountWep_Dagger;canMountWep_SwordNormal;canMountWep_SwordLarge;canMountWep_SwordGigantic;canMountWep_SaberNormal;canMountWep_SaberLarge;canMountWep_katana;canMountWep_SwordDoubleEdge;canMountWep_SwordPierce;canMountWep_RapierHeavy;canMountWep_AxeNormal;canMountWep_AxeLarge;canMountWep_HammerNormal;canMountWep_HammerLarge;canMountWep_Flail;canMountWep_SpearNormal;canMountWep_SpearLarge;canMountWep_SpearHeavy;canMountWep_SpearAxe;canMountWep_Sickle;canMountWep_Knuckle;canMountWep_Claw;canMountWep_Whip;canMountWep_AxhammerLarge;canMountWep_BowSmall;canMountWep_BowNormal;canMountWep_BowLarge;canMountWep_ClossBow;canMountWep_Ballista;canMountWep_Staff;canMountWep_Sorcery;canMountWep_Talisman;canMountWep_ShieldSmall;canMountWep_ShieldNormal;canMountWep_ShieldLarge;canMountWep_Torch;reserved_canMountWep;reserved2_canMountWep;spEffectMsgId0;spEffectMsgId1;spEffectId_forAtk0;spEffectId_forAtk1;spEffectId_forAtk2;mountWepTextId;pad6
1001;Ash of War: Impaling Thrust;1;0;000000;21000;0;255;-1;-1;-1;0;101;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;2;0000;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
1002;Ash of War: Spinning Slash;1;0;000000;21000;0;255;-1;-1;-1;0;103;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
1003;Ash of War:;1;0;000000;21000;0;255;-1;-1;-1;0;104;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
1004;Ash of War: Glintblade Phalanx;1;0;000000;21001;0;255;2810;-1;-1;710600;200;0;100;0;999999;-1;-1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;8;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2810;-1;-1;-1;-1;-1;0000000000000000;
1005;Ash of War:;1;0;000000;0;0;255;-1;-1;-1;0;-1;0;100;0;999999;-1;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0000;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
1006;Ash of War: Eruption;1;0;000000;21042;0;255;2390;-1;-1;710600;207;0;100;0;999999;-1;-1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;4;0000;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2390;-1;-1;-1;-1;-1;0000000000000000;
1007;Ash of War: Gravitas;1;0;000000;21011;0;255;2390;-1;-1;710600;209;0;100;0;999999;-1;-1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;8;0000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2390;-1;-1;-1;-1;-1;0000000000000000;
1008;Ash of War: Storm Blade;1;0;000000;21014;0;255;2330;-1;-1;710600;210;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;3;0000;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2330;-1;-1;-1;-1;-1;0000000000000000;
1009;Ash of War: Earthshaker;1;0;000000;21050;0;255;2390;-1;-1;710600;212;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;1;0000;0;0;1;1;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2390;-1;-1;-1;-1;-1;0000000000000000;
1010;Ash of War: Flaming Strike;1;0;000000;21050;0;255;-1;-1;-1;0;214;0;100;0;999999;-1;-1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;4;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
1011;Ash of War: Thunderbolt;1;0;000000;21028;0;255;2280;-1;-1;710600;216;0;100;0;999999;-1;-1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;6;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2280;-1;-1;-1;-1;-1;0000000000000000;
1012;Ash of War: Carian Greatsword;1;0;000000;21033;0;255;2330;-1;-1;710600;219;0;100;0;999999;-1;-1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;8;0000;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2330;-1;-1;-1;-1;-1;0000000000000000;
1013;Ash of War: Storm Stomp;1;0;000000;21042;0;255;2330;-1;-1;710600;502;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2330;-1;-1;-1;-1;-1;0000000000000000;
1014;Ash of War: Determination;1;0;000000;21017;0;255;2300;-1;-1;710600;600;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;3;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;2300;-1;-1;-1;-1;-1;0000000000000000;
1015;Ash of War: Holy Ground;1;0;000000;21054;0;255;2760;-1;-1;710600;702;0;100;0;999999;-1;-1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;000000;2760;-1;-1;-1;-1;-1;0000000000000000;
1016;Ash of War: Quickstep;1;0;000000;21058;0;255;2280;-1;-1;710600;800;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;2;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;000000;2280;-1;-1;-1;-1;-1;0000000000000000;
1017;Ash of War: Raptor of the Mists;1;0;000000;0;0;255;-1;-1;-1;0;802;0;100;0;999999;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;9;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;000000;-1;-1;-1;-1;-1;-1;0000000000000000;
10000;Ash of War: Lion's Claw;1;0;000000;8300;0;10;-1;-1;-1;710600;100;0;300;0;350030;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63000;0000000000000000;
10100;Ash of War: Impaling Thrust;1;0;000000;8301;0;20;-1;-1;-1;710600;101;0;300;0;351010;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63004;0000000000000000;
10200;Ash of War: Piercing Fang;0;0;000000;8302;0;20;-1;-1;-1;710600;102;0;300;0;351020;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63001;0000000000000000;
10300;Ash of War: Spinning Slash;1;0;000000;8303;0;20;-1;-1;-1;710600;103;0;300;0;351000;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63002;0000000000000000;
10500;Ash of War: Charge Forth;1;0;000000;8304;0;30;-1;-1;-1;710600;105;0;300;0;352010;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63013;0000000000000000;
10600;Ash of War: Stamp (Upward Cut);1;0;000000;8305;0;10;-1;-1;-1;710600;106;0;300;0;350000;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;0;1;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63003;0000000000000000;
10700;Ash of War: Stamp (Sweep);1;0;000000;8306;0;10;-1;-1;-1;710600;107;0;300;0;350010;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;0;1;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63003;0000000000000000;
10800;Ash of War: Blood Tax;1;0;000000;8307;0;90;-1;-1;-1;710600;108;0;300;0;359020;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;11;0000;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63004;0000000000000000;
10900;Ash of War: Repeating Thrust;0;0;000000;8308;0;20;-1;-1;-1;710600;109;0;300;0;351030;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63004;0000000000000000;
11000;Ash of War: Wild Strikes;1;0;000000;8309;0;10;-1;-1;-1;710600;110;0;300;0;350020;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63043;0000000000000000;
11100;Ash of War: Spinning Strikes;1;0;000000;8310;0;30;-1;-1;-1;710600;111;0;300;0;352020;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63025;0000000000000000;
11200;Ash of War: Double Slash;1;0;000000;8311;0;20;-1;-1;-1;710600;112;0;300;0;351040;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63006;0000000000000000;
11300;Ash of War: Prelate's Charge;1;0;000000;8312;0;50;-1;-1;-1;710600;113;0;300;0;355000;-1;-1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;5;0000;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63007;0000000000000000;
11400;Ash of War: Unsheathe;1;0;000000;8313;0;20;-1;-1;-1;710600;114;0;300;0;351060;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63008;0000000000000000;
11500;Ash of War: Square Off;1;0;000000;8314;0;30;-1;-1;-1;710600;115;0;300;0;352000;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63009;0000000000000000;
11600;Ash of War: Giant Hunt;1;0;000000;8315;0;30;-1;-1;-1;710600;116;0;300;0;352030;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63010;0000000000000000;
11800;Ash of War: Loretta's Slash;1;0;000000;8316;0;40;-1;-1;-1;710600;118;0;300;0;353060;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63024;0000000000000000;
11900;Ash of War: Poison Moth Flight;1;0;000000;8317;0;90;-1;-1;-1;710600;119;0;300;0;358010;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;10;0000;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63011;0000000000000000;
12000;Ash of War: Spinning Weapon;1;0;000000;8318;0;40;-1;-1;-1;710600;120;0;300;0;353050;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;0;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63012;0000000000000000;
12200;Ash of War: Storm Assault;1;0;000000;8319;0;30;-1;-1;-1;710600;122;0;300;0;352050;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63013;0000000000000000;
12300;Ash of War: Stormcaller;1;0;000000;8320;0;30;-1;-1;-1;710600;123;0;300;0;352060;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63014;0000000000000000;
12400;Ash of War: Sword Dance;1;0;000000;8321;0;20;-1;-1;-1;710600;124;0;300;0;351050;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;2;0000;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63015;0000000000000000;
20000;Ash of War: Glintblade Phalanx;0;0;000000;8330;0;40;-1;-1;-1;710600;200;0;300;0;353020;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63037;0000000000000000;
20100;Ash of War: Sacred Blade;1;0;000000;8331;0;80;-1;-1;-1;710600;201;0;300;0;357000;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63044;0000000000000000;
20200;Ash of War: Ice Spear;1;0;000000;8332;0;90;-1;-1;-1;710600;202;0;300;0;360000;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;9;0000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63016;0000000000000000;
20300;Ash of War: Glintstone Pebble;1;0;000000;8333;0;40;-1;-1;-1;710600;203;0;300;0;353010;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63037;0000000000000000;
20400;Ash of War: Bloody Slash;1;0;000000;8334;0;90;-1;-1;-1;710600;204;0;300;0;359010;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;11;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63022;0000000000000000;
20500;Ash of War: Lifesteal Fist;1;0;000000;8335;0;120;-1;-1;-1;710600;205;0;300;0;361010;-1;-1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;12;0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63017;0000000000000000;
20700;Ash of War: Eruption;1;0;000000;8336;0;50;-1;-1;-1;710600;207;0;300;0;354020;-1;-1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;4;0000;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63039;0000000000000000;
20800;Ash of War: Prayerful Strike;1;0;000000;8337;0;80;-1;-1;-1;710600;208;0;300;0;357010;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63018;0000000000000000;
20900;Ash of War: Gravitas;0;0;000000;8338;0;40;-1;-1;-1;710600;209;0;300;0;353070;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63019;0000000000000000;
21000;Ash of War: Storm Blade;0;0;000000;8339;0;30;-1;-1;-1;710600;210;0;300;0;352040;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;3;0000;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63020;0000000000000000;
21200;Ash of War: Earthshaker;1;0;000000;8340;0;10;-1;-1;-1;710600;212;0;300;0;350080;-1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;1;0000;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63050;0000000000000000;
21300;Ash of War: Golden Land;1;0;000000;8341;0;80;-1;-1;-1;710600;213;0;300;0;357050;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;7;0000;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63050;0000000000000000;
21400;Ash of War: Flaming Strike;1;0;000000;8342;0;50;-1;-1;-1;710600;214;0;300;0;354000;-1;-1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;4;0000;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63045;0000000000000000;
21600;Ash of War: Thunderbolt;0;0;000000;8343;0;50;-1;-1;-1;710600;216;0;300;0;356000;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;6;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63042;0000000000000000;
21700;Ash of War: Lightning Slash;1;0;000000;8344;0;50;-1;-1;-1;710600;217;0;300;0;356010;-1;-1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;6;0000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63021;0000000000000000;
21800;Ash of War: Carian Grandeur;1;0;000000;8345;0;40;-1;-1;-1;710600;218;0;300;0;353040;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63022;0000000000000000;
21900;Ash of War: Carian Greatsword;0;0;000000;8346;0;40;-1;-1;-1;710600;219;0;300;0;353030;-1;-1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;1;0;8;0000;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000000;-1;-1;-1;-1;-1;63022;0000000000000000;
